SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
816-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-11-07,2018-11-08,2018-11-09,ND,ND,ND,ND,ND,ND,ND,
817-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-11-07,2018-11-08,2018-11-09,ND,ND,ND,440,ND,ND,ND,
818-18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-11-06,2018-11-08,2018-11-09,ND,ND,ND,ND,ND,ND,ND,
819-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-11-07,2018-11-08,2018-11-09,ND,ND,ND,ND,ND,ND,ND,
820-18,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,SURFACE,2018-11-08,2018-11-09,2018-11-12,ND,ND,ND,300,ND,ND,ND,
821-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-11-07,2018-11-09,2018-11-12,ND,ND,ND,200,ND,ND,ND,
822-18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-11-08,2018-11-09,2018-11-12,ND,ND,ND,120,ND,ND,ND,
823/18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-11-12,2018-11-13,2018-11-14,ND,ND,ND,200,ND,ND,ND,
824/18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-11-12,2018-11-13,2018-11-14,ND,ND,ND,ND,ND,ND,ND,
825/18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-11-12,2018-11-13,2018-11-14,ND,ND,ND,ND,ND,ND,ND,
826/18,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2018-11-12,2018-11-13,2018-11-14,ND,ND,ND,ND,ND,ND,40,
827/18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-11-12,2018-11-13,2018-11-14,ND,ND,ND,ND,ND,ND,ND,
828/18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-11-13,2018-11-14,2018-11-15,ND,ND,ND,160,ND,ND,ND,
829/18,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2018-11-13,2018-11-14,2018-11-15,ND,ND,ND,ND,ND,ND,ND,
830/18,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,SURFACE,2018-11-13,2018-11-14,2018-11-15,ND,ND,ND,80,ND,ND,ND,
831/18,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2018-11-13,2018-11-14,2018-11-15,ND,ND,ND,ND,ND,ND,ND,
832/18,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2018-11-12,2018-11-14,2018-11-15,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional sample not required - area remains closed
834/18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-11-14,2018-11-15,2018-11-16,40,ND,ND,4280,ND,ND,ND,Additional flesh and water samples requested
835/18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-11-14,2018-11-15,2018-11-16,ND,ND,ND,ND,ND,ND,ND,
836/18,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2018-11-14,2018-11-15,2018-11-16,ND,ND,ND,ND,ND,ND,ND,
837/18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2018-11-14,2018-11-16,2018-11-19,ND,ND,ND,ND,ND,ND,ND,
838/18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-11-13,2018-11-16,2018-11-19,ND,40,ND,320,ND,ND,ND,
839/18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-11-13,2018-11-16,2018-11-19,ND,40,ND,240,ND,ND,ND,
840-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-11-19,2018-11-20,2018-11-21,ND,ND,ND,2800,ND,ND,ND,
841-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-11-19,2018-11-20,2018-11-21,ND,ND,ND,ND,ND,ND,ND,
842-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-11-19,2018-11-20,2018-11-21,ND,ND,ND,ND,ND,ND,ND,
843-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-11-19,2018-11-20,2018-11-21,ND,ND,ND,ND,ND,ND,ND,
844-18,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,SURFACE,2018-11-20,2018-11-21,2018-11-22,ND,ND,ND,240,ND,ND,ND,
845-18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-11-21,2018-11-22,2018-11-23,ND,ND,ND,ND,ND,ND,ND,
846-18,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2018-11-21,2018-11-22,2018-11-23,ND,ND,ND,80,ND,ND,ND,
847-18,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2018-11-21,2018-11-22,2018-11-23,ND,40,ND,ND,ND,ND,ND,
848-18,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,SURFACE,2018-11-21,2018-11-22,2018-11-23,ND,ND,ND,400,ND,ND,ND,
849-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-11-21,2018-11-22,2018-11-23,ND,ND,ND,ND,ND,ND,ND,
850-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-11-21,2018-11-22,2018-11-23,ND,ND,ND,ND,ND,ND,ND,
851-18,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2018-11-20,2018-11-22,2018-11-23,ND,ND,ND,1600,ND,ND,ND,
853-18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-11-27,2018-11-28,2018-11-29,ND,ND,ND,200,ND,ND,ND,
854-18,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2018-11-27,2018-11-28,2018-11-29,ND,ND,ND,ND,ND,ND,ND,
855-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-11-27,2018-11-28,2018-11-29,ND,ND,ND,ND,ND,ND,ND,
856-18,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,POLE,2018-11-27,2018-11-28,2018-11-29,ND,ND,ND,ND,ND,ND,ND,
857-18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-11-27,2018-11-28,2018-11-29,ND,ND,ND,1320,ND,ND,ND,
859-18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
860-18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
861-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
862-18,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
863-18,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
864-18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
865-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-12-03,2018-12-04,2018-12-05,ND,ND,ND,ND,ND,ND,ND,
866-18,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,ND,ND,ND,ND,
867-18,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,ND,ND,ND,ND,
868-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,ND,ND,ND,ND,
869-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,ND,ND,ND,ND,
870-18,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,ND,ND,ND,ND,
871-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-12-04,2018-12-05,2018-12-06,ND,40,ND,600,ND,ND,40,
872-18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,ND,ND,ND,ND,
873-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-12-04,2018-12-05,2018-12-06,ND,ND,ND,160,ND,ND,ND,
874-18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,ND,ND,ND,ND,
875-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,1080,ND,ND,ND,
876-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,480,ND,ND,ND,
877-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,ND,ND,ND,ND,
878-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,400,ND,ND,ND,
879-18,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,ND,ND,ND,ND,
880-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,ND,ND,ND,40,
881-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-12-05,2018-12-06,2018-12-07,ND,ND,ND,ND,ND,ND,ND,
882-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-12-04,2018-12-06,2018-12-07,ND,ND,ND,240,ND,ND,ND,
883-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-12-04,2018-12-06,2018-12-07,ND,80,ND,200,ND,ND,ND,
884-18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,POLE,2018-12-06,2018-12-07,2018-12-10,ND,ND,ND,ND,ND,ND,ND,
885-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-12-06,2018-12-07,2018-12-10,ND,ND,ND,ND,ND,ND,ND,
886-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-12-06,2018-12-07,2018-12-10,ND,ND,ND,ND,ND,ND,ND,
887-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-12-05,2018-12-07,2018-12-10,ND,ND,ND,ND,ND,ND,ND,
888-18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-12-06,2018-12-07,2018-12-10,ND,ND,ND,400,ND,ND,ND,
889-18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
890-18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
891-18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
892-18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,1800,ND,ND,ND,
893-18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
894-18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
895-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-12-09,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
896-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
897-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-12-10,2018-12-11,2018-12-12,ND,ND,ND,ND,ND,ND,ND,
898-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-12-10,2018-12-12,2018-12-13,ND,ND,ND,200,ND,ND,ND,
899-18,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,POLE,2018-12-11,2018-12-12,2018-12-13,ND,ND,ND,680,ND,ND,ND,
900-18,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,SURFACE,2018-12-11,2018-12-12,2018-12-13,ND,ND,ND,640,ND,ND,ND,
901-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-12-11,2018-12-12,2018-12-13,ND,ND,ND,ND,ND,ND,ND,
902-18,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,SURFACE,2018-12-10,2018-12-12,2018-12-13,ND,ND,ND,ND,ND,ND,ND,
903-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-12-11,2018-12-12,2018-12-13,ND,ND,ND,160,ND,ND,ND,
904-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-12-11,2018-12-12,2018-12-13,ND,ND,ND,ND,ND,ND,ND,
905-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-12-11,2018-12-12,2018-12-13,ND,ND,ND,ND,ND,ND,ND,
906-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-12-12,2018-12-13,,"NOT TESTED, SUBMITTED OUTSIDE ROUTINE TESTING FREQUENCY",,,,,,,
