SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
756/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-09-22,2019-09-24,2019-09-25,ND,ND,ND,2320,ND,ND,ND,
757/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-09-19,2019-09-24,2019-09-25,ND,ND,ND,2800,ND,ND,ND,
759/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-09-24,2019-09-25,2019-09-26,ND,ND,ND,ND,ND,ND,ND,
760/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-09-24,2019-09-25,2019-09-26,ND,ND,ND,ND,ND,ND,ND,
761/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-09-25,2019-09-26,2019-09-27,ND,ND,ND,ND,ND,ND,ND,
762/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2019-09-25,2019-09-26,2019-09-27,ND,ND,ND,ND,ND,ND,ND,
764/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-09-25,2019-09-26,2019-09-27,ND,ND,ND,ND,ND,ND,ND,
765/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-09-25,2019-09-26,2019-09-27,ND,ND,ND,ND,ND,ND,ND,
766/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-09-26,2019-09-27,2019-09-30,ND,ND,ND,800,ND,ND,ND,
767/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-09-26,2019-09-27,2019-09-30,ND,40,ND,160,ND,ND,ND,
768/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-09-30,2019-10-01,2019-10-02,ND,ND,ND,ND,ND,ND,ND,
769/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-09-30,2019-10-01,2019-10-02,ND,ND,ND,8200,ND,ND,ND,
770/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-09-30,2019-10-01,2019-10-02,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
772/19,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,400,ND,ND,ND,
773/19,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,2000,ND,ND,ND,
774/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,2240,ND,ND,ND,
775/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,1400,ND,ND,ND,
776/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,1360,ND,ND,ND,
777/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,ND,ND,ND,ND,
778/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-10-01,2019-10-02,2019-10-03,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
779/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,ND,ND,ND,ND,
780/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-10-01,2019-10-02,2019-10-03,ND,ND,ND,ND,ND,ND,ND,
781/19,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2019-10-02,2019-10-03,2019-10-04,ND,ND,ND,ND,ND,ND,900,
782/19,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2019-10-01,2019-10-03,2019-10-04,ND,ND,ND,600,ND,ND,ND,
783/19,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-10-03,2019-10-04,2019-10-07,ND,ND,ND,800,ND,ND,ND,
784/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-10-02,2019-10-04,2019-10-07,ND,ND,ND,3000,ND,ND,ND,
785/19,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2019-10-03,2019-10-04,2019-10-07,ND,ND,ND,3300,ND,ND,ND,
787/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,SURFACE,2019-10-07,2019-10-08,2019-10-09,ND,ND,ND,ND,ND,ND,ND,
788/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2019-10-08,2019-10-09,2019-10-10,ND,ND,ND,ND,ND,ND,ND,
790/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-10-08,2019-10-09,2019-10-10,ND,ND,ND,1600,ND,ND,ND,
791/19,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,POLE,2019-10-08,2019-10-09,2019-10-10,ND,ND,ND,ND,ND,ND,ND,
792/19,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2019-10-09,2019-10-10,2019-10-11,ND,ND,ND,1200,ND,ND,ND,
793/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-10-09,2019-10-10,2019-10-11,ND,ND,ND,ND,ND,ND,ND,
794/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-10-09,2019-10-10,2019-10-11,ND,ND,ND,ND,ND,ND,ND,
795/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-10-09,2019-10-10,2019-10-11,ND,ND,ND,ND,ND,ND,ND,
796/19,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2019-10-09,2019-10-10,2019-10-11,ND,ND,ND,ND,ND,ND,ND,
797/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-10-10,2019-10-11,2019-10-14,ND,ND,ND,ND,ND,ND,ND,
798/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-10-10,2019-10-11,2019-10-14,ND,ND,ND,520,ND,ND,ND,
799/19,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2019-10-14,2019-10-15,2019-10-16,ND,ND,ND,400,ND,ND,ND,
800/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-10-13,2019-10-15,2019-10-16,ND,ND,ND,160,ND,ND,ND,
801/19,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,ND,ND,ND,ND,
802/19,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,80,ND,ND,ND,
803/19,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,ND,ND,ND,ND,
804/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,960,ND,ND,ND,
805/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-10-15,2019-10-16,2019-10-17,ND,40,ND,2920,ND,ND,ND,
806/19,Landrion Point to Gerrans Point,B70AN,Cornwall PHA,SX03975121,Landrion Point to Gerrans Point,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,16840,ND,ND,ND,
807/19,Lantic Bay,B70AP,Cornwall PHA,SX13855036,Lantic Bay,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,2920,ND,ND,ND,
808/19,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,1080,ND,ND,ND,
809/19,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,480,ND,ND,ND,
810/19,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,15160,ND,ND,ND,
811/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,12400,ND,ND,40,
812/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,ND,ND,ND,ND,
813/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,80,ND,ND,ND,
814/19,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,480,ND,ND,ND,
815/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-10-15,2019-10-16,2019-10-17,ND,ND,ND,80,ND,ND,ND,
816/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-10-14,2019-10-16,2019-10-17,ND,ND,ND,ND,ND,ND,ND,
817/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-10-16,2019-10-17,2019-10-18,ND,ND,ND,ND,ND,ND,ND,
818/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-10-16,2019-10-17,2019-10-18,ND,ND,ND,2200,ND,ND,ND,
819/19,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2019-10-15,2019-10-17,2019-10-18,ND,ND,ND,ND,ND,ND,ND,
820/19,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2019-10-15,2019-10-17,2019-10-18,ND,ND,ND,ND,ND,ND,ND,
821/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-10-16,2019-10-17,2019-10-18,ND,ND,ND,ND,ND,ND,ND,
822/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-10-17,2019-10-18,2019-10-21,ND,ND,ND,1760,ND,ND,ND,
823/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-10-21,2019-10-22,2019-10-23,ND,ND,ND,ND,ND,ND,ND,
824/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-10-22,2019-10-23,2019-10-24,ND,ND,ND,ND,ND,ND,ND,
825/19,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,POLE,2019-10-22,2019-10-23,2019-10-24,ND,ND,ND,ND,ND,ND,ND,
826/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-10-24,2019-10-25,2019-10-28,ND,ND,ND,ND,ND,ND,ND,
827/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2019-10-24,2019-10-25,2019-10-28,ND,ND,ND,ND,ND,ND,ND,
829/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-10-29,2019-10-30,2019-10-31,ND,ND,ND,520,ND,ND,ND,
830/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-10-29,2019-10-30,2019-10-31,ND,ND,ND,80,ND,ND,ND,
831/19,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,POLE,2019-10-29,2019-10-30,2019-10-31,ND,ND,ND,ND,ND,ND,ND,
832/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-10-29,2019-10-30,2019-10-31,ND,ND,ND,400,ND,ND,ND,
833/19,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2019-10-30,2019-10-31,2019-11-01,ND,ND,ND,ND,ND,ND,ND,
834/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-10-30,2019-10-31,2019-11-01,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested 
835/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-10-30,2019-10-31,2019-11-01,ND,ND,ND,2400,ND,ND,ND,
836/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-11-04,2019-11-05,2019-11-06,ND,ND,ND,ND,ND,ND,ND,
837/19,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-11-05,2019-11-06,2019-11-07,ND,ND,ND,240,ND,ND,ND,
838/19,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2019-11-04,2019-11-06,2019-11-07,ND,ND,ND,ND,ND,ND,ND,
839/19,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2019-11-05,2019-11-06,2019-11-07,ND,ND,ND,ND,ND,ND,ND,
840/19,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2019-11-05,2019-11-06,2019-11-07,ND,ND,ND,80,ND,ND,ND,
841/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-11-05,2019-11-06,2019-11-07,ND,ND,ND,ND,ND,ND,ND,
842/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-11-05,2019-11-06,2019-11-07,ND,ND,ND,240,ND,ND,ND,
843/19,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2019-11-04,2019-11-06,2019-11-07,ND,ND,ND,120,ND,ND,ND,
844/19,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2019-11-05,2019-11-06,2019-11-07,ND,ND,ND,ND,ND,ND,ND,
845/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-11-04,2019-11-06,2019-11-07,ND,ND,ND,900,ND,ND,ND,
847/19,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2019-11-06,2019-11-07,2019-11-08,ND,ND,40,ND,ND,ND,ND,
848/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2019-11-06,2019-11-07,2019-11-08,ND,ND,ND,ND,ND,ND,ND,
850/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-11-06,2019-11-07,2019-11-08,ND,ND,ND,ND,ND,ND,ND,
851/19,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-11-06,2019-11-07,2019-11-08,ND,ND,ND,ND,ND,ND,ND,
852/19,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,ND,ND,ND,ND,
853/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,ND,ND,ND,ND,
854/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,ND,ND,ND,ND,
855/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,ND,ND,ND,ND,
856/19,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,160,ND,ND,ND,
857/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,ND,ND,ND,ND,
858/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-11-11,2019-11-12,2019-11-13,ND,ND,ND,200,ND,ND,ND,
859/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,800,ND,ND,ND,
860/19,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,640,ND,ND,ND,
861/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,280,ND,ND,ND,
862/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,160,ND,ND,ND,
863/19,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,80,ND,ND,ND,
864/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-11-12,2019-11-13,2019-11-14,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample required
865/19,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,400,ND,ND,ND,
866/19,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,ND,ND,ND,ND,
867/19,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,ND,ND,ND,ND,
868/19,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,ND,ND,ND,ND,
869/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-11-12,2019-11-13,2019-11-14,ND,ND,ND,ND,ND,ND,ND,
870/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-11-12,2019-11-14,2019-11-15,ND,ND,ND,ND,ND,ND,ND,
871/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-11-13,2019-11-14,2019-11-15,ND,ND,ND,ND,ND,ND,ND,
872/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-11-14,2019-11-15,2019-11-18,ND,ND,ND,ND,ND,ND,ND,
873/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-11-18,2019-11-19,2019-11-20,ND,ND,ND,ND,ND,ND,ND,
874/19,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2019-11-18,2019-11-19,2019-11-20,ND,ND,ND,ND,ND,ND,ND,
875/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-11-19,2019-11-20,2019-11-21,ND,ND,ND,80,ND,ND,ND,
876/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-11-19,2019-11-20,2019-11-21,ND,ND,ND,ND,ND,ND,ND,
877/19,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2019-11-19,2019-11-20,2019-11-21,ND,ND,ND,ND,ND,ND,ND,
878/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-11-18,2019-11-20,2019-11-21,ND,ND,ND,80,ND,ND,ND,
879/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-11-19,2019-11-20,2019-11-21,ND,ND,ND,160,ND,ND,ND,
880/19,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,POLE,2019-11-20,2019-11-21,2019-11-22,ND,ND,ND,160,ND,ND,ND,
881/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-11-20,2019-11-22,2019-11-25,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Addirional water sample requested
882/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-11-25,2019-11-26,2019-11-27,ND,ND,ND,ND,ND,ND,ND,
883/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-11-25,2019-11-26,2019-11-27,ND,ND,ND,ND,ND,ND,ND,
884/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-11-26,2019-11-27,2019-11-28,ND,ND,ND,ND,ND,ND,ND,
885/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-11-25,2019-11-27,2019-11-28,ND,ND,ND,ND,ND,ND,ND,
886/19,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,SURFACE,2019-11-27,2019-11-28,2019-11-29,ND,ND,ND,ND,ND,ND,ND,
887/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-11-27,2019-11-28,2019-11-29,ND,ND,ND,ND,ND,ND,ND,
888/19,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,POLE,2019-11-27,2019-11-28,2019-11-29,ND,ND,ND,ND,ND,ND,ND,
889/19,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2019-11-27,2019-11-28,2019-11-29,ND,ND,ND,ND,ND,ND,ND,
890/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-11-27,2019-11-28,2019-11-29,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
891/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-11-27,2019-11-28,2019-11-29,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
892/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-11-28,2019-11-29,2019-12-02,ND,ND,ND,400,ND,ND,ND,
893/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-12-02,2019-12-03,2019-12-04,ND,ND,ND,ND,ND,ND,ND,
894/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-12-02,2019-12-03,2019-12-04,ND,ND,ND,ND,ND,ND,ND,
895/19,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-12-02,2019-12-03,2019-12-04,ND,ND,ND,ND,ND,ND,ND,
896/19,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-12-03,2019-12-04,2019-12-05,ND,ND,ND,ND,ND,ND,ND,
