SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
504-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,5080,ND,ND,80,
505-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-07-11,2017-07-12,2017-07-13,ND,40,ND,720,ND,ND,ND,
506-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2017-07-10,2017-07-12,2017-07-13,ND,ND,ND,160,ND,ND,ND,
507-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,40,ND,139000,ND,ND,240,
508-17,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,14160,ND,ND,40,
509-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,5880,ND,ND,40,
510-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,640,ND,ND,ND,
511-17,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,320,ND,ND,ND,
512-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,2840,ND,ND,80,
513-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,2000,ND,ND,40,
514-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,2960,ND,ND,40,
515-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,ND,ND,ND,ND,
516-17,Langstone Harbour,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,POLE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,ND,ND,ND,ND,
517-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-07-11,2017-07-12,2017-07-13,ND,ND,ND,9880,ND,ND,160,
518-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-07-10,2017-07-12,2017-07-13,ND,ND,ND,ND,ND,ND,ND,
519-17,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,SURFACE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,ND,ND,ND,ND,
520-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2017-07-11,2017-07-13,2017-07-14,ND,ND,ND,3900,ND,ND,ND,
521-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2017-07-11,2017-07-13,2017-07-14,ND,ND,ND,240,ND,ND,ND,
522-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,ND,ND,ND,ND,
523-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,ND,ND,ND,ND,
524-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,ND,ND,ND,ND,
525-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,POLE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,47080,ND,ND,ND,
526-17,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,POLE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,2280,ND,ND,ND,
527-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-07-12,2017-07-13,2017-07-14,ND,120,ND,26640,ND,ND,120,Additional flesh and water samples requested
528-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-07-12,2017-07-13,2017-07-14,ND,ND,ND,400,ND,ND,ND,
529-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,SURFACE,2017-07-12,2017-07-14,2017-07-17,ND,ND,ND,52500,ND,ND,ND,
530-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2017-07-12,2017-07-14,2017-07-17,ND,ND,ND,ND,ND,ND,ND,
531-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-07-13,2017-07-14,2017-07-17,ND,ND,ND,3240,ND,ND,40,
532-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-07-13,2017-07-14,2017-07-17,ND,40,ND,7880,ND,ND,ND,
533-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2017-07-12,2017-07-14,2017-07-17,ND,200,ND,2400,ND,ND,120,Additional flesh and water samples requested
534-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-07-13,2017-07-14,2017-07-17,ND,ND,ND,28280,ND,ND,160,
536-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-07-13,2017-07-14,2017-07-17,ND,ND,ND,360,ND,ND,ND,
537-17,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,SURFACE,2017-07-17,2017-07-18,2017-07-19,ND,ND,ND,160,ND,ND,120,
538-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-07-17,2017-07-18,2017-07-19,40,ND,ND,640,ND,ND,ND,Additional flesh and water samples requested
539-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-07-17,2017-07-18,2017-07-19,ND,ND,ND,600,ND,ND,ND,
540-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-07-18,2017-07-19,2017-07-20,ND,ND,ND,ND,ND,ND,40,
541-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-07-18,2017-07-19,2017-07-20,ND,ND,ND,3000,ND,ND,ND,
542-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,SURFACE,2017-07-19,2017-07-20,2017-07-21,80,ND,ND,12080,ND,ND,320,Additional flesh and water samples requested
543-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,SURFACE,2017-07-19,2017-07-20,2017-07-21,ND,ND,ND,8160,ND,ND,120,
544-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-07-19,2017-07-20,2017-07-21,ND,ND,ND,33960,ND,ND,200,
545-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-07-18,2017-07-20,2017-07-21,ND,40,ND,2320,ND,ND,120,
546-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-07-18,2017-07-20,2017-07-21,40,ND,ND,7360,ND,ND,ND,Additional flesh and water samples requested
547-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,TUBE,2017-07-19,2017-07-20,2017-07-21,ND,ND,ND,ND,ND,ND,ND,
548-17,Three Rivers,UNKNOWN1,Carmarthenshire CC,SN39690647,Kidwelly Quay,TUBE,2017-07-19,2017-07-20,2017-07-21,ND,100,ND,300,ND,ND,ND,Additional flesh and water samples requested
549-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2017-07-20,2017-07-21,2017-07-24,ND,ND,ND,ND,ND,ND,ND,
551-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-07-20,2017-07-21,2017-07-24,ND,ND,ND,ND,ND,ND,ND,
552-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2017-07-20,2017-07-21,2017-07-24,ND,40,ND,11520,ND,ND,120,
553-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2017-07-20,2017-07-21,2017-07-24,ND,ND,ND,3720,ND,ND,40,
554-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,680,ND,ND,ND,
555-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-07-24,2017-07-25,2017-07-26,ND,80,ND,10320,ND,ND,120,
556-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,10520,ND,ND,320,
557-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,ND,ND,ND,ND,
558-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,2000,ND,ND,ND,
559-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,ND,ND,ND,ND,
560-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,ND,ND,ND,ND,
561-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-07-24,2017-07-25,2017-07-26,ND,ND,ND,400,ND,ND,ND,
563-17,Three Rivers,UNKNOWN1,Carmarthenshire CC,SN39690647,Kidwelly Quay,TUBE,2017-07-25,2017-07-26,2017-07-27,100,100,ND,8700,ND,ND,100,Additional flesh and water samples requested
564-17,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,POLE,2017-07-24,2017-07-26,2017-07-27,ND,ND,ND,400,ND,ND,ND,
565-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-07-25,2017-07-26,2017-07-27,ND,ND,ND,ND,ND,ND,ND,
566-17,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2017-07-25,2017-07-26,2017-07-27,ND,ND,ND,400,ND,ND,ND,
567-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-07-25,2017-07-26,2017-07-27,ND,ND,ND,ND,ND,ND,ND,
568-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2017-07-26,2017-07-27,2017-07-28,ND,ND,200,800,ND,ND,ND,Additional flesh and water samples requested
569-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-07-25,2017-07-27,2017-07-28,160,ND,ND,1240,ND,ND,120,Additional flesh and water samples requested
570-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-07-25,2017-07-27,2017-07-28,80,ND,ND,80,ND,ND,80,Additional flesh and water samples requested
571-17,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2017-07-26,2017-07-27,2017-07-28,ND,ND,ND,ND,ND,ND,ND,
572-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2017-07-26,2017-07-27,2017-07-28,100,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
573-17,Yealm,B031J,Plymouth,SX54224904,Thorn Yealm,POLE,2017-07-26,2017-07-27,2017-07-28,ND,ND,ND,520,ND,ND,ND,
574-17,Langstone Harbour,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,POLE,2017-07-26,2017-07-27,2017-07-28,ND,ND,ND,400,ND,ND,ND,
575-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-07-26,2017-07-27,2017-07-28,ND,ND,ND,600,ND,ND,ND,
576-17,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,POLE,2017-07-26,2017-07-27,2017-07-28,ND,ND,ND,200,ND,ND,100,
577-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-07-26,2017-07-27,2017-07-28,ND,80,ND,24240,ND,ND,ND,
578-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-07-26,2017-07-27,2017-07-28,ND,ND,ND,400,ND,ND,ND,
579-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,POLE,2017-07-26,2017-07-28,2017-07-31,ND,ND,ND,4440,ND,ND,ND,
580-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2017-07-27,2017-07-28,2017-07-31,ND,40,ND,160,ND,ND,80,
581-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2017-07-27,2017-07-28,2017-07-31,ND,40,ND,ND,ND,ND,ND,
582-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-07-27,2017-07-28,2017-07-31,ND,ND,ND,ND,ND,ND,ND,
583-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-07-27,2017-07-28,2017-07-31,ND,ND,ND,2360,ND,ND,ND,
584-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-07-27,2017-07-28,2017-07-31,ND,ND,ND,1960,ND,ND,ND,
585-17,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2017-07-31,2017-08-01,2017-08-02,80,ND,ND,720,ND,ND,40,Additional flesh and  water samples requested
586-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-07-31,2017-08-01,2017-08-02,ND,ND,ND,1160,ND,ND,40,
587-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-07-31,2017-08-01,2017-08-02,ND,ND,ND,480,ND,ND,ND,
588-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-08-01,2017-08-02,2017-08-03,40,ND,ND,7880,ND,ND,40,Additional flesh sample requested
589-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2017-08-01,2017-08-02,2017-08-03,ND,40,ND,21120,ND,ND,ND,
590-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-08-01,2017-08-02,2017-08-03,ND,ND,ND,53680,ND,ND,200,
591-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-08-01,2017-08-02,2017-08-03,ND,40,ND,ND,ND,ND,ND,
592-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2017-08-01,2017-08-02,2017-08-03,ND,ND,ND,ND,ND,ND,ND,
593-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-08-01,2017-08-02,2017-08-03,ND,ND,ND,ND,ND,ND,ND,
594-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-08-01,2017-08-02,2017-08-03,ND,ND,ND,640,ND,ND,ND,
595-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-08-01,2017-08-02,2017-08-03,ND,ND,ND,240,ND,ND,ND,
596-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-08-01,2017-08-02,2017-08-03,ND,ND,ND,3160,ND,ND,120,
597-17,Three Rivers,UNKNOWN,Carmarthenshire CC,SN39690647,Kidwelly Quay,TUBE,2017-08-02,2017-08-03,2017-08-04,ND,ND,ND,1120,ND,ND,200,
598-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,TUBE,2017-08-02,2017-08-03,2017-08-04,40,ND,ND,3000,ND,ND,120,Additional flesh and water samples requested
600-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,SURFACE,2017-08-02,2017-08-03,2017-08-04,ND,ND,ND,ND,ND,ND,ND,
601-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,SURFACE,2017-08-02,2017-08-03,2017-08-04,ND,ND,ND,440,ND,ND,40,
602-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-08-02,2017-08-03,2017-08-04,ND,ND,ND,45200,ND,ND,600,
603-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-08-02,2017-08-03,2017-08-04,ND,ND,ND,80,ND,ND,ND,
604-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2017-08-03,2017-08-04,2017-08-07,ND,ND,ND,1600,ND,ND,ND,
605-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2017-08-03,2017-08-04,2017-08-07,ND,ND,ND,200,ND,ND,ND,
606-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2017-08-03,2017-08-04,2017-08-07,ND,ND,ND,ND,ND,ND,ND,
607-17,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2017-08-07,2017-08-08,2017-08-09,ND,ND,ND,840,ND,ND,40,
608-17,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,SURFACE,2017-08-07,2017-08-08,2017-08-09,ND,ND,ND,560,ND,ND,ND,
609-17,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2017-08-07,2017-08-08,2017-08-09,ND,ND,ND,1040,ND,ND,ND,
610-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-08-07,2017-08-08,2017-08-09,ND,ND,ND,600,ND,ND,ND,
611-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2017-08-07,2017-08-08,2017-08-09,ND,ND,ND,160,ND,ND,40,
612-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2017-08-07,2017-08-08,2017-08-09,ND,ND,ND,240,ND,ND,ND,
613-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-08-07,2017-08-08,2017-08-09,ND,160,ND,120,ND,ND,ND,Additional flesh and water samples requested
614-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,ND,ND,ND,ND,
615-17,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,SURFACE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,ND,ND,ND,40,
616-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,1120,ND,ND,ND,
617-17,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2017-08-08,2017-08-09,2017-08-10,40,ND,ND,54880,ND,ND,ND,Additional flesh and water samples requested
618-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-08-08,2017-08-09,2017-08-10,80,ND,ND,2240,ND,ND,ND,Additional flesh and water samples requested
619-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,8840,ND,ND,ND,
620-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,ND,ND,ND,ND,
621-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,80,ND,ND,40,
622-17,Langstone Harbour,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,POLE,2017-08-08,2017-08-09,2017-08-10,ND,ND,ND,1000,ND,ND,ND,
623-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-08-07,2017-08-09,2017-08-10,ND,ND,ND,1200,ND,ND,ND,
624-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-08-08,2017-08-10,2017-08-11,ND,ND,ND,1480,40,ND,ND,
625-17,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,2200,ND,ND,ND,
626-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,80,ND,ND,ND,
627-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,ND,ND,ND,ND,
628-17,Yealm,B031J,Plymouth PHA,SX54224904,Thorn Yealm,POLE,2017-08-09,2017-08-10,2017-08-11,120,ND,ND,15560,ND,ND,ND,Additional flesh and water samples requested
629-17,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,80,ND,ND,ND,
630-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,7520,ND,ND,ND,
631-17,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,POLE,2017-08-09,2017-08-10,2017-08-11,760,ND,ND,10640,ND,ND,ND,Additional flesh and water samples requested
632-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,2480,ND,ND,160,
633-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-08-09,2017-08-10,2017-08-11,ND,ND,ND,80,ND,ND,ND,
636-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2017-08-08,2017-08-11,2017-08-14,ND,ND,ND,ND,ND,ND,ND,
637-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,POLE,2017-08-09,2017-08-11,2017-08-14,ND,100,ND,5700,ND,ND,100,Additional flesh and water samples requested
638-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-08-10,2017-08-11,2017-08-14,ND,ND,ND,ND,ND,ND,ND,
639-17,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2017-08-14,2017-08-15,2017-08-16,80,ND,ND,38360,ND,ND,ND,Additional flesh and water samples requested
640-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-08-14,2017-08-15,2017-08-16,ND,ND,ND,ND,ND,ND,ND,
641-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-08-14,2017-08-15,2017-08-16,100,ND,ND,400,ND,ND,ND,Additional flesh and water samples requested
642-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-08-14,2017-08-15,2017-08-16,ND,ND,ND,ND,ND,ND,ND,
643-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,400,ND,ND,ND,
644-17,Three Rivers,UNKNOWN1,Carmarthenshire CC,SN39690647,Kidwelly Quay,SURFACE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,ND,ND,ND,200,
645-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,SURFACE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,893000,ND,ND,ND,Additional flesh and water samples requested
646-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,SURFACE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,757000,ND,ND,ND,Additional flesh and water samples requested
647-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,ND,ND,ND,ND,
648-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,37560,ND,ND,600,
649-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-08-15,2017-08-16,2017-08-17,ND,ND,ND,31080,ND,ND,200,
650-17,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2017-08-16,2017-08-17,2017-08-18,ND,ND,ND,33800,ND,ND,ND,
651-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-08-16,2017-08-17,2017-08-18,ND,ND,ND,3240,ND,ND,ND,
652-17,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,POLE,2017-08-16,2017-08-17,2017-08-18,ND,ND,ND,3600,ND,ND,ND,
653-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,POLE,2017-08-15,2017-08-17,2017-08-18,ND,40,ND,600,ND,ND,400,
654-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-08-15,2017-08-17,2017-08-18,ND,ND,ND,1560,ND,ND,ND,
655-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-08-15,2017-08-17,2017-08-18,ND,ND,ND,6000,ND,ND,ND,
656-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2017-08-17,2017-08-18,2017-08-21,ND,ND,ND,ND,ND,ND,ND,
658-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-08-16,2017-08-18,2017-08-21,40,ND,ND,1400,ND,ND,40,Additional flesh and water samples requested
659-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-08-16,2017-08-18,2017-08-21,ND,ND,ND,5520,ND,ND,ND,
660-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2017-08-21,2017-08-22,2017-08-23,ND,ND,ND,80,ND,ND,ND,
661-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2017-08-21,2017-08-22,2017-08-23,ND,ND,ND,200,ND,ND,ND,
662-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2017-08-21,2017-08-22,2017-08-23,ND,40,ND,560,ND,ND,40,
663-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-08-21,2017-08-22,2017-08-23,ND,ND,ND,1700,ND,ND,ND,
664-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2017-08-21,2017-08-22,2017-08-23,ND,ND,ND,480,ND,ND,ND,
665-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-08-21,2017-08-22,2017-08-23,ND,120,ND,ND,ND,ND,40,Additional flesh and water samples requested
666-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-08-21,2017-08-22,2017-08-23,ND,ND,ND,ND,ND,ND,ND,
667-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,560,ND,ND,ND,
668-17,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2017-08-22,2017-08-23,2017-08-24,ND,ND,ND,5240,ND,ND,ND,
